307,1067221184
308,1045328256
309,1072362080
310,1045315648
311,1067098336
312,1046789888
313,1061733792
314,1073741792
315,1062162176
316,1066903040
317,1049158720
318,1055269824
319,1064833440
320,1045863744
321,1046550464
322,1064833440
323,1054860352
324,1053461696
325,1054413056
326,1047993216
327,1061081728
328,1061081728
329,1073741792
330,1054753216
331,1057830848
332,1048938240
333,1053543616
334,1059648448
335,1052447360
336,1055206848
337,1055433664
338,1061207712
339,1054186240
340,0
341,1059648448
342,1054009792
343,1061179360
344,1060599744
345,1057333152
346,1061280160
347,1061217184
348,1061755840
349,1054772160
350,1059648448
351,1057415040
352,1067136128
353,1060423360
354,1057496960
355,1066685664
356,1060672224
357,1066685664
358,1062741792
359,1058019872
360,1052459968
361,1065869792
362,1064833440
363,1046405568
364,1067136128
365,0
366,1059701984
367,1067737792
368,1067221184
369,1072954304
370,1052459968
371,1062596896
372,1046077952
373,1062596896
374,1056309376
375,1052976576
376,1066685664
377,1057197696
378,1061277024
379,1052674176
380,1051855168
381,1057320544
382,1057846592
383,1064121536
384,1061302208
385,1062848896
386,1063025312
387,1062965440
388,1063504128
389,1063412768
390,1063608064
391,1060272160
392,1064707424
393,1041831680
394,0
395,1050632960
396,1062656736
397,1072954304
398,1067769280
399,1072954304
400,1073741792
401,1065869792
402,0
403,1049328832
404,1063586016
405,1046581952
406,1047016704
407,1049102016
408,1053190784
409,1052504064
410,1049278400
411,1048427904
412,1047936512
413,1052812800
414,1057197696
415,0
416,1058936512
417,0
418,1050651840
419,1060454848
420,1057200832
421,1064707424
422,1063252096
423,1064162464
424,1055238336
425,1053108928
426,1064817696
427,1055880960
428,1058936512
429,1072954304
430,1064707424
431,1066685664
432,1064833440
433,1062020448
434,1067136128
435,1065869792
436,1060854912
437,1062278752
438,1058375808
439,1062121248
440,1061406176
441,1062099200
442,1066074560
443,1058964864
444,1066074560
445,1068251264
446,1069451424
447,1073741792
448,1060543072
449,1064162464
450,1063242656
451,1063425376
452,1063589152
453,1063620672
454,1062814240
455,1060949408
456,1059557088
457,1047514368
458,1046934784
